City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
147,Ascona,46.1545,8.7733,32.0,93,0,5.97,CH,2021-01-16 03:10:24
148,Nizhniy Kuranakh,58.8353,125.4869,-11.33,87,100,2.04,RU,2021-01-16 03:10:25
149,Bonavista,48.6499,-53.1147,30.99,86,100,8.05,CA,2021-01-16 03:10:25
150,Mizque,-17.941,-65.3402,63.5,76,100,2.84,BO,2021-01-16 03:10:25
151,Tura,25.5198,90.2201,66.42,40,0,1.34,IN,2021-01-16 03:10:25
152,Viedma,-40.8135,-62.9967,63.0,77,27,14.67,AR,2021-01-16 03:10:25
153,Cururupu,-1.8283,-44.8683,75.0,89,37,3.4,BR,2021-01-16 03:10:25
154,Mackenzie,55.2999,-123.1698,35.6,64,1,8.05,CA,2021-01-16 03:10:25
155,Dingle,10.9995,122.6711,78.62,88,80,12.06,PH,2021-01-16 03:10:25
156,Vysokogornyy,50.1167,139.15,0.19,83,0,2.17,RU,2021-01-16 03:10:26
157,George,-33.963,22.4617,60.8,88,20,6.91,ZA,2021-01-16 03:10:26
158,Maceio,-9.6658,-35.7353,71.6,94,20,1.14,BR,2021-01-16 03:09:27
159,Srednekolymsk,67.45,153.6833,-34.1,80,19,2.08,RU,2021-01-16 03:10:26
160,Nerja,36.7585,-3.8873,48.0,51,0,3.0,ES,2021-01-16 03:10:26
161,Yining,29.0361,114.5636,48.88,49,98,6.82,CN,2021-01-16 03:10:26
162,Tautira,-17.7333,-149.15,84.2,65,75,9.22,PF,2021-01-16 03:10:27
163,Isangel,-19.55,169.2667,86.0,84,90,9.22,VU,2021-01-16 03:10:27
164,Romny,50.751,33.4747,7.83,93,52,7.29,UA,2021-01-16 03:10:27
165,Salalah,17.0151,54.0924,73.4,17,0,11.5,OM,2021-01-16 03:10:27
166,Villa Carlos Paz,-31.4241,-64.4978,73.0,93,82,3.04,AR,2021-01-16 03:06:20
167,Goderich,43.7501,-81.7165,35.6,87,100,12.66,CA,2021-01-16 03:08:24
168,Maarianhamina,60.0973,19.9348,32.0,93,90,9.22,AX,2021-01-16 03:10:28
169,Punta Alta,-38.8759,-62.0736,72.86,49,0,9.75,AR,2021-01-16 03:10:28
170,Nome,64.5011,-165.4064,21.2,58,90,13.8,US,2021-01-16 03:10:28
171,Nyurba,63.2842,118.3319,-34.89,82,100,4.92,RU,2021-01-16 03:10:28
172,Fare,-16.7,-151.0167,81.68,74,0,12.62,PF,2021-01-16 03:10:28
173,Port Augusta,-32.5,137.7667,73.99,45,41,14.97,AU,2021-01-16 03:10:28
174,Vao,-22.6667,167.4833,80.13,82,100,7.0,NC,2021-01-16 03:10:28
175,Axim,4.8699,-2.2405,78.4,85,22,6.49,GH,2021-01-16 03:10:28
176,Beloha,-25.1667,45.05,77.02,83,41,3.22,MG,2021-01-16 03:10:29
177,Valparaiso,-33.0393,-71.6273,55.4,82,0,4.61,CL,2021-01-16 03:09:16
178,Batemans Bay,-35.7167,150.1833,77.0,33,0,5.01,AU,2021-01-16 03:10:29
